,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possesion,offspring
1589,40.0,1.0,1,9.0,0,0,2.0,,superdeluxe,3.0,3.0,0,1,avp,446565.0,0,0,1,1
1590,51.0,1.0,1,30.0,0,0,2.0,,deluxe,3.0,1.0,0,2,manager,315390.0,0,1,0,1
1591,44.0,1.0,1,13.0,2,0,2.0,2.0,basic,3.0,5.0,0,2,executive,267360.0,0,2,0,1
1592,44.0,1.0,1,12.0,1,0,3.0,1.0,basic,3.0,6.0,0,2,executive,323820.0,0,2,0,2
1593,43.0,1.0,2,10.0,1,0,2.0,3.0,standard,4.0,6.0,0,2,seniormanager,336030.0,0,2,1,1
1594,34.0,1.0,2,33.0,1,1,3.0,2.0,deluxe,3.0,3.0,0,4,manager,340000.0,0,1,0,2
1595,43.0,1.0,2,17.0,1,0,3.0,1.0,deluxe,3.0,1.0,0,4,manager,322275.0,0,2,0,2
1596,,0.0,1,15.0,1,0,2.0,3.0,basic,3.0,2.0,1,2,executive,276990.0,1,0,0,1
1597,32.0,1.0,1,17.0,1,0,3.0,3.0,basic,3.0,7.0,0,3,executive,273915.0,1,3,0,2
1598,40.0,1.0,3,8.0,1,1,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,366000.0,0,1,1,0
1599,50.0,0.0,1,35.0,1,1,2.0,4.0,superdeluxe,4.0,5.0,0,3,avp,449115.0,0,0,0,0
1600,53.0,0.0,1,9.0,2,0,2.0,4.0,basic,4.0,2.0,0,4,executive,277305.0,1,0,1,0
1601,45.0,0.0,1,11.0,1,0,2.0,4.0,standard,4.0,7.0,0,3,seniormanager,317970.0,0,2,1,0
1602,57.0,0.0,1,14.0,1,1,2.0,4.0,standard,4.0,1.0,0,3,seniormanager,470415.0,1,2,0,0
1603,50.0,1.0,3,8.0,1,1,2.0,4.0,standard,4.0,2.0,0,3,seniormanager,417390.0,0,1,1,0
1604,48.0,1.0,1,13.0,2,1,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,402540.0,0,2,1,0
1605,35.0,1.0,3,9.0,1,1,2.0,4.0,standard,4.0,6.0,1,3,seniormanager,350775.0,1,1,1,0
1606,33.0,1.0,2,14.0,0,1,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,354210.0,0,2,0,0
1607,38.0,0.0,3,12.0,0,1,2.0,4.0,standard,4.0,1.0,0,3,seniormanager,400000.0,0,1,1,0
1608,46.0,1.0,3,28.0,1,0,2.0,4.0,superdeluxe,3.0,7.0,0,2,avp,374445.0,1,2,0,1
1609,26.0,1.0,2,12.0,0,0,2.0,4.0,standard,3.0,2.0,0,1,seniormanager,356400.0,0,2,1,0
1610,33.0,1.0,2,22.0,1,0,2.0,4.0,basic,3.0,7.0,1,2,executive,253515.0,1,0,0,1
1611,45.0,0.0,2,10.0,1,0,3.0,5.0,deluxe,3.0,3.0,0,1,manager,345045.0,0,1,0,1
1612,52.0,0.0,2,8.0,1,1,3.0,4.0,basic,3.0,3.0,0,1,executive,325620.0,0,3,1,2
1613,40.0,1.0,2,32.0,1,0,3.0,5.0,deluxe,3.0,5.0,0,1,manager,429990.0,0,3,1,1
1614,35.0,1.0,3,10.0,1,0,3.0,4.0,basic,3.0,,0,1,executive,408180.0,0,3,0,1
1615,20.0,1.0,2,8.0,1,0,3.0,4.0,basic,3.0,7.0,0,2,executive,300000.0,1,0,0,1
1616,40.0,1.0,2,33.0,1,1,3.0,5.0,deluxe,3.0,3.0,0,2,manager,340000.0,0,2,0,1
1617,36.0,1.0,2,29.0,1,0,3.0,5.0,deluxe,3.0,8.0,0,2,manager,400000.0,0,2,0,1
1618,32.0,1.0,2,14.0,1,0,3.0,4.0,deluxe,3.0,2.0,0,2,manager,366045.0,0,2,1,1
1619,49.0,1.0,2,11.0,1,0,3.0,4.0,standard,3.0,2.0,0,2,seniormanager,386355.0,0,3,0,1
1620,38.0,1.0,3,15.0,1,1,3.0,4.0,deluxe,3.0,2.0,0,2,executive,323880.0,0,2,1,1
1621,42.0,1.0,1,15.0,0,0,4.0,4.0,basic,3.0,7.0,0,2,executive,362415.0,0,3,1,1
1622,50.0,0.0,2,12.0,0,0,4.0,4.0,king,3.0,,0,1,vp,500000.0,0,3,0,1
1623,43.0,0.0,1,35.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,328755.0,0,2,0,1
1624,50.0,1.0,1,11.0,1,0,3.0,4.0,deluxe,3.0,5.0,0,2,manager,376485.0,0,1,1,1
1625,52.0,1.0,1,11.0,0,1,3.0,4.0,deluxe,3.0,5.0,0,2,manager,346455.0,0,1,0,1
1626,49.0,1.0,1,9.0,0,0,3.0,4.0,deluxe,3.0,5.0,0,1,manager,400000.0,0,1,0,1
1627,28.0,0.0,2,15.0,0,0,3.0,5.0,standard,3.0,2.0,1,2,seniormanager,400000.0,0,2,0,1
1628,51.0,1.0,2,12.0,1,0,3.0,5.0,deluxe,3.0,3.0,0,1,manager,363330.0,0,1,0,1
1629,35.0,1.0,2,32.0,1,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,355440.0,0,1,0,1
1630,38.0,1.0,2,12.0,0,0,3.0,4.0,standard,3.0,3.0,0,2,seniormanager,419880.0,1,0,1,1
1631,53.0,1.0,2,12.0,1,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,370950.0,0,3,0,1
1632,39.0,1.0,3,14.0,2,0,2.0,5.0,standard,4.0,7.0,0,3,executive,349320.0,0,1,1,1
1633,37.0,0.0,2,10.0,1,0,2.0,5.0,deluxe,3.0,2.0,0,3,manager,352755.0,0,1,0,1
1634,30.0,1.0,3,8.0,1,0,2.0,5.0,basic,3.0,2.0,0,3,executive,312795.0,0,0,1,1
1635,35.0,1.0,2,9.0,1,1,2.0,5.0,deluxe,3.0,3.0,0,4,manager,329925.0,0,2,0,1
1636,41.0,1.0,2,14.0,1,0,3.0,4.0,deluxe,4.0,8.0,0,2,manager,366450.0,0,1,1,1
1637,38.0,1.0,2,14.0,1,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,324405.0,0,0,0,1
1638,53.0,1.0,2,16.0,1,0,3.0,4.0,deluxe,3.0,5.0,0,2,manager,300000.0,0,2,0,1
1639,40.0,0.0,2,14.0,1,1,3.0,4.0,deluxe,3.0,2.0,0,1,manager,300000.0,0,3,0,1
1640,37.0,1.0,2,15.0,0,0,3.0,4.0,deluxe,3.0,5.0,0,2,manager,380850.0,0,1,1,2
1641,43.0,0.0,2,31.0,1,0,3.0,4.0,deluxe,3.0,5.0,0,2,manager,330000.0,0,3,0,1
1642,33.0,1.0,2,6.0,1,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,345195.0,0,3,1,2
1643,48.0,1.0,2,9.0,1,0,3.0,4.0,deluxe,3.0,2.0,0,2,manager,342105.0,0,1,0,1
1644,46.0,1.0,2,16.0,0,0,3.0,4.0,superdeluxe,4.0,5.0,0,1,avp,560000.0,0,3,1,2
1645,38.0,1.0,2,34.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,300000.0,0,2,0,1
1646,30.0,0.0,2,9.0,1,0,3.0,5.0,superdeluxe,3.0,5.0,0,2,avp,363465.0,0,2,1,1
1647,24.0,1.0,2,24.0,1,0,3.0,4.0,basic,3.0,2.0,0,1,executive,250000.0,0,3,0,2
1648,56.0,1.0,2,27.0,1,0,3.0,4.0,deluxe,3.0,7.0,0,1,manager,333555.0,0,0,0,1
1649,36.0,1.0,2,12.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,344880.0,0,2,0,1
1650,41.0,1.0,2,27.0,1,0,3.0,4.0,deluxe,3.0,2.0,0,2,manager,347670.0,0,2,0,1
1651,38.0,1.0,2,27.0,1,0,3.0,4.0,superdeluxe,3.0,3.0,0,2,avp,400000.0,0,0,1,1
1652,33.0,1.0,2,33.0,1,1,3.0,4.0,deluxe,3.0,1.0,0,2,manager,311985.0,0,3,0,1
1653,30.0,1.0,2,35.0,0,1,3.0,4.0,deluxe,3.0,3.0,0,2,manager,364350.0,0,3,0,1
1654,45.0,1.0,2,22.0,0,0,3.0,4.0,standard,3.0,2.0,0,2,avp,399270.0,0,2,1,2
1655,46.0,1.0,2,6.0,0,0,3.0,4.0,standard,4.0,2.0,0,1,seniormanager,379395.0,0,2,0,1
1656,26.0,1.0,3,16.0,2,1,3.0,4.0,basic,4.0,2.0,0,2,executive,268815.0,0,2,1,1
1657,28.0,1.0,3,11.0,0,1,3.0,4.0,deluxe,3.0,3.0,0,1,manager,313860.0,0,2,1,1
1658,44.0,0.0,2,7.0,1,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,424695.0,0,0,1,2
1659,56.0,1.0,2,9.0,1,0,3.0,4.0,standard,3.0,2.0,0,2,seniormanager,441855.0,0,2,1,2
1660,36.0,1.0,2,9.0,2,0,3.0,4.0,deluxe,3.0,7.0,0,2,manager,352335.0,0,2,0,2
1661,26.0,0.0,2,9.0,1,0,3.0,4.0,standard,3.0,2.0,0,2,seniormanager,400000.0,0,1,0,1
1662,40.0,1.0,2,8.0,1,0,3.0,5.0,deluxe,3.0,3.0,0,1,manager,315000.0,0,2,1,1
1663,30.0,1.0,2,13.0,1,0,3.0,4.0,basic,3.0,2.0,0,2,executive,324495.0,0,2,0,1
1664,40.0,1.0,2,35.0,1,1,3.0,4.0,deluxe,3.0,5.0,0,2,manager,354885.0,0,3,0,1
1665,49.0,1.0,2,7.0,0,0,3.0,4.0,standard,4.0,2.0,0,1,seniormanager,400000.0,0,1,1,1
1666,41.0,1.0,2,10.0,1,0,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,392040.0,0,3,1,1
1667,23.0,1.0,2,8.0,0,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,363810.0,1,2,0,1
1668,51.0,1.0,2,19.0,1,0,3.0,4.0,standard,4.0,7.0,0,2,seniormanager,462090.0,0,3,0,2
1669,25.0,1.0,2,13.0,2,1,3.0,4.0,basic,4.0,3.0,0,1,executive,266085.0,0,3,0,1
1670,37.0,1.0,2,34.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,346155.0,0,2,0,1
1671,40.0,1.0,3,29.0,0,1,3.0,4.0,deluxe,3.0,3.0,0,2,manager,373875.0,0,1,0,1
1672,44.0,1.0,2,16.0,1,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,343440.0,0,3,0,1
1673,33.0,1.0,2,11.0,1,1,3.0,5.0,deluxe,3.0,2.0,0,1,manager,308025.0,0,0,0,1
1674,42.0,1.0,2,9.0,0,0,3.0,4.0,basic,3.0,5.0,0,2,executive,330825.0,0,2,0,1
1675,37.0,1.0,2,15.0,1,1,3.0,4.0,deluxe,3.0,5.0,0,2,manager,249060.0,0,2,0,1
1676,27.0,0.0,2,11.0,0,0,3.0,5.0,deluxe,3.0,3.0,0,2,manager,317055.0,0,2,0,1
1677,40.0,1.0,1,28.0,0,0,3.0,5.0,deluxe,3.0,5.0,0,1,manager,337425.0,0,2,0,1
1678,53.0,0.0,1,,0,1,3.0,5.0,basic,3.0,4.0,0,1,executive,250000.0,0,2,0,0
1679,27.0,1.0,1,8.0,1,1,3.0,5.0,deluxe,3.0,2.0,0,2,manager,340830.0,0,3,1,0
1680,39.0,0.0,2,7.0,0,0,2.0,5.0,deluxe,3.0,3.0,0,3,manager,353835.0,0,2,1,1
1681,56.0,1.0,1,8.0,1,0,3.0,5.0,deluxe,3.0,7.0,1,2,manager,407550.0,0,1,1,1
1682,52.0,1.0,2,10.0,1,0,3.0,4.0,superdeluxe,3.0,7.0,0,2,avp,462330.0,0,3,0,2
1683,32.0,0.0,2,10.0,1,1,2.0,6.0,basic,3.0,3.0,0,3,executive,300165.0,1,0,0,1
1684,40.0,1.0,1,9.0,1,1,4.0,4.0,king,4.0,3.0,0,1,vp,540555.0,0,2,1,1
1685,30.0,1.0,1,14.0,1,0,4.0,5.0,basic,3.0,3.0,0,2,executive,300000.0,0,2,1,1
1686,39.0,1.0,1,9.0,1,1,4.0,5.0,basic,3.0,2.0,0,1,executive,312285.0,0,3,0,1
1687,40.0,0.0,1,30.0,1,1,4.0,5.0,deluxe,3.0,3.0,0,1,manager,350000.0,0,2,0,1
1688,38.0,1.0,1,12.0,0,0,2.0,6.0,basic,3.0,4.0,0,4,executive,378660.0,0,1,0,1
1689,35.0,1.0,1,9.0,1,1,2.0,5.0,basic,3.0,3.0,0,4,executive,321390.0,0,2,1,1
1690,30.0,1.0,2,22.0,0,0,3.0,4.0,deluxe,3.0,5.0,1,2,manager,333270.0,0,3,0,1
1691,,1.0,1,35.0,0,0,2.0,5.0,deluxe,3.0,4.0,0,5,manager,411795.0,0,3,0,1
1692,26.0,1.0,2,11.0,2,0,3.0,4.0,deluxe,3.0,5.0,0,4,seniormanager,391980.0,0,1,0,2
1693,51.0,1.0,2,7.0,1,0,3.0,4.0,basic,3.0,7.0,0,4,executive,306510.0,0,2,0,2
1694,32.0,1.0,2,9.0,2,0,3.0,4.0,deluxe,3.0,3.0,0,4,manager,354900.0,0,1,0,2
1695,10.0,0.0,1,15.0,1,0,3.0,4.0,basic,3.0,2.0,0,2,executive,325050.0,1,0,0,1
1696,51.0,0.0,1,14.0,0,0,3.0,4.0,deluxe,3.0,5.0,0,2,manager,355980.0,0,2,0,2
1697,39.0,0.0,1,31.0,1,1,3.0,5.0,deluxe,3.0,3.0,0,2,manager,310000.0,0,3,0,1
1698,38.0,1.0,1,10.0,1,1,3.0,4.0,standard,3.0,7.0,0,2,seniormanager,353280.0,0,1,1,2
1699,45.0,1.0,1,8.0,1,0,3.0,4.0,basic,3.0,5.0,0,2,executive,317940.0,0,2,0,1
1700,50.0,1.0,1,7.0,0,1,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,418455.0,0,1,0,2
1701,34.0,0.0,1,14.0,0,1,3.0,4.0,basic,3.0,2.0,0,2,executive,330000.0,0,3,1,1
1702,30.0,1.0,1,12.0,0,0,3.0,4.0,basic,3.0,5.0,0,2,executive,300000.0,0,2,0,1
1703,55.0,0.0,1,7.0,1,1,3.0,4.0,deluxe,3.0,2.0,0,1,manager,330615.0,0,1,0,1
1704,20.0,1.0,1,13.0,0,0,3.0,4.0,basic,3.0,3.0,0,2,executive,257025.0,1,0,1,1
1705,45.0,0.0,1,16.0,1,0,3.0,4.0,deluxe,3.0,5.0,0,1,manager,400000.0,0,3,0,1
1706,40.0,0.0,1,24.0,1,0,3.0,4.0,standard,3.0,2.0,0,2,seniormanager,384000.0,0,0,1,1
1707,36.0,1.0,1,7.0,1,0,3.0,4.0,basic,3.0,2.0,0,2,executive,310000.0,0,1,1,1
1708,41.0,0.0,1,15.0,0,0,3.0,4.0,superdeluxe,3.0,,0,1,avp,548025.0,0,0,0,2
1709,54.0,0.0,1,15.0,0,0,3.0,4.0,standard,3.0,2.0,0,1,seniormanager,434160.0,0,2,1,1
1710,45.0,1.0,1,28.0,0,0,3.0,4.0,standard,3.0,4.0,0,2,manager,393780.0,0,1,0,1
1711,47.0,0.0,1,7.0,1,0,3.0,4.0,superdeluxe,3.0,2.0,0,2,avp,395295.0,0,2,1,1
1712,44.0,1.0,1,7.0,2,0,3.0,4.0,basic,3.0,7.0,0,2,executive,328200.0,0,0,0,2
1713,45.0,1.0,1,14.0,0,0,3.0,4.0,standard,4.0,2.0,0,1,seniormanager,371025.0,0,3,1,1
1714,35.0,0.0,1,11.0,1,1,3.0,4.0,basic,3.0,5.0,0,2,executive,315570.0,0,2,0,1
1715,47.0,0.0,1,8.0,0,0,3.0,4.0,deluxe,3.0,8.0,0,1,manager,430000.0,0,2,0,1
1716,28.0,1.0,1,14.0,1,1,3.0,5.0,basic,3.0,3.0,0,2,executive,323280.0,0,2,0,2
1717,33.0,1.0,1,20.0,0,0,3.0,4.0,basic,3.0,3.0,0,2,executive,305220.0,0,3,1,1
1718,26.0,1.0,1,8.0,1,0,3.0,4.0,basic,3.0,3.0,0,2,executive,314025.0,0,2,0,1
1719,37.0,1.0,1,10.0,2,1,3.0,4.0,basic,3.0,1.0,0,1,executive,269850.0,0,3,1,2
1720,55.0,1.0,1,9.0,1,1,3.0,5.0,king,4.0,6.0,0,2,vp,500000.0,0,0,0,1
1721,30.0,1.0,1,9.0,0,0,3.0,4.0,basic,3.0,2.0,0,2,executive,326655.0,0,0,0,1
1722,26.0,1.0,1,9.0,1,0,3.0,4.0,deluxe,3.0,2.0,0,1,manager,317895.0,0,3,0,1
1723,52.0,1.0,2,33.0,1,1,3.0,4.0,superdeluxe,3.0,5.0,0,1,avp,500000.0,0,2,0,2
1724,40.0,1.0,2,16.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,4,manager,300000.0,0,2,1,2
1725,31.0,1.0,2,12.0,1,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,264975.0,0,2,1,1
1726,59.0,0.0,1,8.0,0,0,3.0,4.0,superdeluxe,3.0,,1,2,avp,520000.0,0,2,1,2
1727,54.0,0.0,1,12.0,0,0,3.0,4.0,standard,3.0,5.0,1,2,seniormanager,400000.0,0,2,0,2
1728,35.0,1.0,2,8.0,0,1,3.0,6.0,deluxe,3.0,5.0,0,1,manager,362010.0,0,3,1,1
1729,51.0,1.0,2,15.0,1,0,3.0,6.0,king,4.0,6.0,0,2,vp,550000.0,0,3,0,1
1730,50.0,1.0,1,23.0,0,0,3.0,4.0,superdeluxe,3.0,5.0,0,1,avp,510330.0,0,2,1,1
1731,40.0,1.0,1,14.0,2,1,3.0,4.0,standard,3.0,2.0,0,2,seniormanager,510000.0,0,2,1,1
1732,27.0,1.0,3,16.0,1,0,2.0,4.0,basic,4.0,7.0,1,2,executive,266295.0,1,0,0,0
1733,35.0,1.0,2,10.0,0,0,3.0,2.0,deluxe,3.0,3.0,1,2,manager,313800.0,0,2,0,2
1734,46.0,1.0,1,11.0,1,0,3.0,5.0,basic,3.0,3.0,0,4,executive,327870.0,0,2,0,2
1735,36.0,1.0,1,6.0,1,1,3.0,4.0,king,3.0,2.0,0,4,vp,326430.0,0,2,1,2
1736,30.0,1.0,1,13.0,1,1,4.0,4.0,basic,3.0,3.0,0,4,seniormanager,397860.0,0,3,1,3
1737,38.0,1.0,1,12.0,0,1,3.0,4.0,deluxe,3.0,5.0,0,3,manager,310785.0,0,3,0,2
1738,59.0,0.0,1,8.0,0,0,3.0,4.0,standard,3.0,2.0,0,5,seniormanager,447435.0,0,2,1,2
1739,21.0,0.0,3,15.0,1,0,1.0,3.0,basic,3.0,1.0,0,2,manager,260940.0,1,0,0,0
1740,30.0,1.0,2,23.0,1,1,1.0,1.0,basic,3.0,2.0,0,1,executive,261510.0,0,0,0,0
1741,21.0,1.0,2,15.0,1,1,1.0,3.0,basic,3.0,2.0,0,2,executive,260310.0,0,0,0,0
1742,37.0,0.0,2,14.0,0,0,2.0,2.0,standard,3.0,2.0,0,1,seniormanager,374730.0,0,3,1,1
1743,20.0,1.0,2,6.0,1,0,2.0,,basic,3.0,2.0,0,1,executive,254730.0,0,2,0,1
1744,40.0,1.0,1,6.0,2,0,3.0,6.0,basic,3.0,3.0,0,2,executive,309930.0,0,2,1,1
1745,45.0,1.0,2,14.0,1,0,4.0,4.0,king,3.0,8.0,0,3,vp,529875.0,0,3,1,3
1746,56.0,1.0,1,14.0,0,0,3.0,4.0,superdeluxe,3.0,,0,1,avp,567900.0,1,2,1,2
1747,36.0,0.0,1,14.0,1,1,2.0,1.0,standard,3.0,2.0,0,1,seniormanager,409425.0,0,1,1,1
1748,32.0,0.0,1,8.0,1,1,1.0,1.0,basic,3.0,2.0,0,2,executive,258975.0,0,3,1,0
1749,30.0,1.0,1,17.0,0,1,2.0,1.0,deluxe,3.0,3.0,0,1,manager,300000.0,0,1,0,1
1750,49.0,0.0,1,,1,0,2.0,,deluxe,3.0,1.0,0,1,manager,294930.0,0,0,0,1
1751,,0.0,1,29.0,0,0,2.0,2.0,deluxe,3.0,3.0,0,2,manager,,0,0,0,1
1752,34.0,0.0,1,18.0,1,1,1.0,1.0,basic,4.0,2.0,0,2,executive,270000.0,0,0,1,0
1753,29.0,0.0,2,16.0,1,1,1.0,3.0,basic,4.0,1.0,0,2,executive,255075.0,0,0,0,0
1754,52.0,1.0,3,16.0,1,0,1.0,1.0,superdeluxe,5.0,3.0,0,2,avp,450000.0,0,3,0,0
1755,53.0,1.0,1,12.0,1,1,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,317010.0,0,2,1,0
1756,32.0,0.0,2,8.0,1,1,2.0,5.0,basic,4.0,2.0,0,4,executive,317805.0,1,0,1,0
1757,42.0,1.0,2,6.0,0,0,2.0,5.0,basic,5.0,7.0,0,4,executive,313710.0,0,2,0,-1
1758,58.0,1.0,1,31.0,0,1,2.0,5.0,superdeluxe,4.0,4.0,0,4,avp,413955.0,0,3,1,0
1759,42.0,1.0,2,12.0,0,0,2.0,5.0,basic,5.0,5.0,0,4,executive,331995.0,1,2,1,0
1760,25.0,0.0,2,22.0,1,0,1.0,3.0,basic,3.0,2.0,1,2,executive,260000.0,1,2,0,0
1761,40.0,1.0,2,8.0,0,0,1.0,2.0,deluxe,5.0,5.0,1,1,seniormanager,322050.0,0,3,1,0
1762,50.0,1.0,1,9.0,0,0,2.0,3.0,superdeluxe,3.0,4.0,0,5,avp,500000.0,0,3,1,-1
1763,49.0,1.0,1,11.0,1,0,3.0,4.0,superdeluxe,3.0,6.0,0,2,avp,524565.0,0,2,0,0
1764,45.0,0.0,2,15.0,2,0,1.0,3.0,basic,4.0,2.0,0,2,executive,256950.0,1,0,1,0
1765,58.0,1.0,2,15.0,1,0,2.0,3.0,deluxe,3.0,3.0,0,5,manager,340000.0,0,2,0,1
1766,28.0,0.0,3,17.0,1,1,2.0,5.0,basic,4.0,4.0,0,3,executive,250170.0,1,0,1,0
1767,41.0,1.0,2,36.0,0,1,3.0,5.0,deluxe,3.0,7.0,0,2,manager,363720.0,0,2,1,1
1768,34.0,0.0,2,18.0,1,1,3.0,5.0,deluxe,3.0,3.0,0,1,manager,344775.0,0,2,1,1
1769,43.0,0.0,2,16.0,0,1,3.0,5.0,deluxe,3.0,1.0,0,2,manager,400000.0,0,2,1,2
1770,20.0,1.0,2,14.0,2,0,3.0,5.0,deluxe,3.0,3.0,0,2,manager,319470.0,0,0,1,1
1771,35.0,0.0,3,18.0,0,0,3.0,5.0,deluxe,3.0,3.0,0,1,manager,336015.0,0,1,0,1
1772,50.0,1.0,2,22.0,1,1,3.0,5.0,basic,3.0,2.0,0,2,executive,337800.0,0,1,1,1
1773,31.0,1.0,2,16.0,2,0,3.0,5.0,basic,3.0,7.0,0,2,executive,315615.0,0,0,0,2
1774,43.0,1.0,2,9.0,1,0,3.0,4.0,king,3.0,,0,3,vp,541575.0,0,2,0,2
1775,49.0,1.0,1,8.0,1,0,3.0,5.0,king,3.0,6.0,0,1,vp,566205.0,0,2,0,1
1776,37.0,0.0,1,20.0,1,0,3.0,5.0,deluxe,3.0,3.0,0,2,manager,324735.0,0,3,1,1
1777,50.0,1.0,1,12.0,1,0,3.0,5.0,standard,3.0,3.0,0,2,seniormanager,450000.0,0,2,1,1
1778,36.0,1.0,1,17.0,0,0,4.0,4.0,deluxe,3.0,3.0,0,2,manager,383820.0,0,0,1,1
1779,34.0,0.0,2,10.0,1,0,2.0,,deluxe,3.0,4.0,0,2,manager,307815.0,0,0,0,1
1780,32.0,1.0,1,14.0,0,0,3.0,5.0,standard,3.0,2.0,0,1,seniormanager,457395.0,0,2,1,2
1781,25.0,0.0,2,14.0,0,0,3.0,4.0,basic,3.0,7.0,0,4,executive,266625.0,1,0,0,1
1782,44.0,1.0,2,9.0,0,0,3.0,4.0,deluxe,3.0,2.0,0,4,seniormanager,365220.0,0,2,0,1
1783,53.0,1.0,1,15.0,0,1,4.0,4.0,deluxe,3.0,7.0,0,1,manager,364200.0,0,2,0,1
1784,33.0,0.0,2,17.0,1,0,3.0,4.0,standard,3.0,3.0,1,3,seniormanager,375270.0,0,2,1,0
1785,32.0,1.0,1,8.0,0,0,3.0,4.0,king,3.0,6.0,0,4,vp,554625.0,0,2,1,2
1786,33.0,1.0,1,8.0,1,0,4.0,4.0,basic,3.0,3.0,0,4,executive,328470.0,0,0,1,3
1787,23.0,0.0,2,9.0,1,0,3.0,6.0,deluxe,3.0,2.0,0,2,manager,324885.0,0,2,0,1
1788,55.0,1.0,1,8.0,2,1,3.0,4.0,standard,4.0,2.0,0,1,seniormanager,461805.0,0,2,1,0
1789,27.0,0.0,2,10.0,2,0,3.0,4.0,standard,4.0,7.0,0,2,seniormanager,393060.0,1,2,0,0
1790,55.0,0.0,1,5.0,0,1,3.0,4.0,standard,4.0,2.0,0,1,seniormanager,366960.0,0,1,1,0
1791,52.0,1.0,2,12.0,1,0,3.0,4.0,deluxe,3.0,6.0,0,4,manager,400000.0,0,2,1,2
1792,32.0,0.0,2,13.0,1,0,3.0,4.0,basic,3.0,5.0,0,3,executive,441060.0,0,2,1,2
1793,42.0,1.0,2,32.0,1,0,4.0,4.0,deluxe,3.0,3.0,0,3,manager,332820.0,0,1,0,3
1794,45.0,1.0,2,31.0,1,0,3.0,4.0,deluxe,3.0,1.0,0,3,manager,453165.0,0,3,1,2
1795,35.0,1.0,3,15.0,1,0,3.0,4.0,deluxe,3.0,2.0,0,3,manager,315855.0,0,2,1,2
1796,40.0,0.0,2,7.0,1,1,3.0,4.0,deluxe,3.0,5.0,0,3,manager,300000.0,0,0,0,2
1797,51.0,1.0,2,6.0,0,0,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,387990.0,0,3,0,0
1798,34.0,1.0,3,18.0,0,0,2.0,3.0,standard,4.0,5.0,0,1,seniormanager,400000.0,0,3,0,0
1799,44.0,1.0,1,6.0,0,0,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,369075.0,0,2,1,0
1800,48.0,0.0,2,6.0,0,0,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,379050.0,0,1,0,0
1801,54.0,0.0,1,9.0,0,1,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,364305.0,0,1,1,0
1802,51.0,1.0,2,13.0,0,1,2.0,3.0,standard,4.0,1.0,0,2,seniormanager,383685.0,0,1,1,0
1803,35.0,0.0,1,17.0,0,1,2.0,3.0,standard,4.0,5.0,0,2,seniormanager,367800.0,0,3,1,0
1804,55.0,0.0,2,7.0,0,0,2.0,3.0,superdeluxe,4.0,2.0,0,2,avp,480000.0,1,3,1,0
1805,36.0,0.0,2,9.0,1,0,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,424365.0,0,1,0,0
1806,37.0,0.0,2,15.0,1,0,2.0,3.0,deluxe,4.0,7.0,0,2,manager,310995.0,0,3,0,0
1807,28.0,0.0,3,,0,0,2.0,3.0,deluxe,5.0,3.0,0,2,manager,394320.0,0,3,0,0
1808,51.0,1.0,1,12.0,0,1,2.0,3.0,standard,4.0,1.0,0,1,seniormanager,360225.0,0,1,1,0
1809,40.0,0.0,2,10.0,0,0,2.0,4.0,basic,4.0,2.0,0,2,executive,263700.0,1,0,0,0
1810,52.0,1.0,2,29.0,1,1,2.0,4.0,standard,5.0,5.0,0,2,seniormanager,377760.0,0,0,0,0
1811,42.0,1.0,2,10.0,0,0,2.0,3.0,deluxe,4.0,1.0,0,2,manager,276255.0,0,3,1,0
1812,46.0,1.0,3,9.0,0,1,2.0,3.0,deluxe,5.0,2.0,0,2,manager,438435.0,0,3,1,0
1813,40.0,0.0,2,9.0,1,0,2.0,3.0,superdeluxe,4.0,2.0,0,1,avp,373005.0,0,3,0,0
