,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Married,CarPossesion,NumberOfOffspring,Single,NumberOfFollowups > NumberOfPersonVisiting,ProductPitched_Designation,Income / child,MoneyforOneTrip,AllOfcontact,NumberOfPersonVisiting - NumberOfOffspring,ProdTaken
1483,47,1.0,2.0,10,0.0,0.0,3.0,4,2.0,1.0,2,0.0,2.0,2.0,328,2.0,1.0,0,1,0,2_2,3280000.0,1968.0,18,3.0,0
1484,44,1.0,2.0,8,2.0,1.0,3.0,5,3.0,1.0,4,0.0,2.0,3.0,485,2.0,0.0,1,1,1,3_3,484.95150484951506,1455.0,18,2.0,0
1485,37,0.0,1.0,9,1.0,1.0,2.0,4,4.0,1.0,3,0.0,2.0,4.0,350,1.0,0.0,1,1,1,4_4,349.96500349965004,1400.0,17,1.0,0
1486,26,1.0,2.0,9,2.0,0.0,4.0,5,3.0,1.0,3,0.0,2.0,3.0,381,2.0,1.0,3,1,0,3_3,126.99576680777307,1524.0,19,1.0,0
1487,59,1.0,2.0,28,1.0,0.0,3.0,5,2.0,1.0,5,0.0,2.0,2.0,436,1.0,0.0,2,1,1,2_2,217.98910054497273,1046.4,38,1.0,0
1488,26,0.0,3.0,8,2.0,1.0,3.0,5,2.0,1.0,3,0.0,1.0,2.0,336,2.0,1.0,2,1,1,2_2,167.991600419979,1344.0,18,1.0,0
1489,47,1.0,1.0,7,1.0,0.0,3.0,4,3.0,1.0,6,0.0,1.0,3.0,501,2.0,1.0,1,1,0,3_3,500.94990500949905,1002.0,15,2.0,0
1490,60,1.0,1.0,8,2.0,1.0,3.0,4,1.0,1.0,5,0.0,2.0,1.0,513,2.0,1.0,1,1,0,1_1,512.948705129487,1231.2,16,2.0,0
1491,54,1.0,2.0,13,1.0,0.0,2.0,3,2.0,1.0,5,0.0,1.0,2.0,315,2.0,1.0,1,1,0,2_2,314.96850314968503,756.0,19,1.0,0
1492,36,0.0,2.0,20,2.0,0.0,2.0,3,4.0,1.0,2,0.0,1.0,4.0,300,3.0,0.0,1,1,0,4_4,299.97000299970006,1800.0,26,1.0,0
1493,47,1.0,3.0,11,1.0,1.0,3.0,4,3.0,1.0,2,1.0,2.0,3.0,500,2.0,1.0,1,1,0,3_3,499.95000499950004,3000.0,19,2.0,1
1494,40,1.0,1.0,8,0.0,1.0,2.0,4,4.0,1.0,2,0.0,0.0,4.0,300,3.0,0.0,0,1,1,4_4,3000000.0,1800.0,16,2.0,1
1495,35,1.0,2.0,5,2.0,1.0,3.0,5,2.0,0.0,6,0.0,1.0,2.0,360,2.0,0.0,2,1,1,2_2,179.9910004499775,720.0,15,1.0,0
1496,37,1.0,1.0,35,1.0,1.0,3.0,5,4.0,0.0,3,0.0,1.0,4.0,324,2.0,0.0,2,1,1,4_4,161.99190040497973,1296.0,45,1.0,0
1497,31,0.0,1.0,9,1.0,1.0,4.0,5,4.0,1.0,2,0.0,2.0,4.0,323,3.0,1.0,3,1,0,4_4,107.66307789740341,1938.0,19,1.0,0
1498,49,0.0,1.0,9,1.0,1.0,4.0,5,4.0,1.0,7,0.0,1.0,4.0,321,2.0,1.0,3,1,0,4_4,106.99643345221826,550.2857142857143,19,1.0,1
1499,49,1.0,1.0,29,1.0,0.0,3.0,5,2.0,1.0,3,0.0,1.0,2.0,340,3.0,1.0,2,1,1,2_2,169.99150042497874,1360.0,39,1.0,0
1500,38,0.0,1.0,15,2.0,0.0,4.0,5,4.0,1.0,3,0.0,1.0,4.0,322,2.0,0.0,3,1,0,4_4,107.32975567481083,1288.0,25,1.0,0
1501,43,1.0,1.0,5,2.0,1.0,3.0,5,2.0,1.0,3,0.0,2.0,2.0,396,1.0,0.0,2,1,1,2_2,197.99010049497522,1584.0,15,1.0,0
1502,45,1.0,1.0,34,1.0,0.0,3.0,5,2.0,0.0,3,0.0,1.0,2.0,373,3.0,0.0,2,1,1,2_2,186.49067546622666,1492.0,44,1.0,0
1503,43,0.0,2.0,14,2.0,1.0,2.0,3,2.0,1.0,3,0.0,1.0,2.0,321,1.0,0.0,1,1,0,2_2,320.96790320967904,1284.0,20,1.0,0
1504,34,1.0,3.0,15,1.0,0.0,2.0,2,4.0,1.0,3,0.0,2.0,4.0,274,3.0,0.0,1,1,0,4_4,273.972602739726,1096.0,19,1.0,0
1505,45,1.0,1.0,12,2.0,0.0,3.0,4,3.0,0.0,5,0.0,1.0,3.0,500,3.0,0.0,0,1,0,3_3,5000000.0,1200.0,20,3.0,0
1506,51,1.0,1.0,14,2.0,1.0,3.0,4,1.0,1.0,5,0.0,1.0,1.0,426,3.0,1.0,0,1,0,1_1,4260000.0,1022.4,22,3.0,0
1507,43,0.0,1.0,8,1.0,0.0,3.0,4,4.0,0.0,7,0.0,1.0,4.0,345,3.0,1.0,1,1,0,4_4,344.96550344965505,591.4285714285714,16,2.0,0
1508,55,1.0,1.0,30,1.0,0.0,3.0,4,1.0,0.0,6,0.0,2.0,0.0,535,3.0,1.0,1,1,0,1_0,534.946505349465,1070.0,38,2.0,1
1509,38,1.0,1.0,9,1.0,1.0,3.0,4,4.0,1.0,7,0.0,2.0,4.0,321,0.0,1.0,1,0,0,4_4,320.96790320967904,550.2857142857143,17,2.0,0
1510,48,1.0,1.0,6,2.0,0.0,3.0,4,3.0,1.0,2,0.0,2.0,3.0,400,2.0,1.0,0,1,0,3_3,4000000.0,2400.0,14,3.0,0
1511,42,0.0,1.0,35,2.0,1.0,3.0,4,2.0,1.0,5,0.0,1.0,2.0,317,3.0,0.0,1,1,0,2_2,316.96830316968305,760.8,43,2.0,0
1512,39,1.0,1.0,12,2.0,0.0,3.0,4,3.0,1.0,2,0.0,1.0,3.0,445,2.0,1.0,1,1,0,3_3,444.95550444955506,2670.0,20,2.0,0
1513,43,0.0,1.0,35,2.0,0.0,3.0,5,2.0,1.0,3,0.0,1.0,2.0,380,3.0,0.0,1,1,1,2_2,379.96200379962005,1520.0,45,2.0,0
1514,33,0.0,1.0,14,1.0,1.0,3.0,4,4.0,0.0,2,0.0,1.0,4.0,308,0.0,0.0,0,0,0,4_4,3080000.0,1848.0,22,3.0,0
1515,53,0.0,1.0,28,1.0,1.0,3.0,4,2.0,1.0,2,0.0,2.0,2.0,414,1.0,0.0,1,1,0,2_2,413.95860413958604,2484.0,36,2.0,0
1516,33,1.0,1.0,20,2.0,1.0,2.0,5,2.0,1.0,3,0.0,0.0,2.0,300,2.0,0.0,0,1,1,2_2,3000000.0,1200.0,30,2.0,0
1517,37,0.0,2.0,17,1.0,0.0,2.0,5,2.0,1.0,3,0.0,-1.0,2.0,320,2.0,0.0,1,1,1,2_2,319.96800319968,1280.0,27,1.0,0
1518,36,1.0,2.0,15,1.0,0.0,2.0,5,4.0,1.0,2,0.0,0.0,4.0,323,0.0,1.0,1,0,1,4_4,322.96770322967706,1938.0,25,1.0,0
1519,35,0.0,2.0,10,1.0,1.0,2.0,4,4.0,1.0,2,0.0,0.0,4.0,315,0.0,1.0,1,0,1,4_4,314.96850314968503,1890.0,18,1.0,0
1520,28,1.0,3.0,16,1.0,0.0,2.0,4,4.0,1.0,2,0.0,0.0,4.0,258,2.0,0.0,0,1,1,4_4,2580000.0,1548.0,24,2.0,0
1521,25,1.0,2.0,17,1.0,0.0,2.0,4,4.0,1.0,2,0.0,-1.0,4.0,308,0.0,0.0,0,0,1,4_4,3080000.0,1848.0,25,2.0,1
1522,37,0.0,3.0,22,1.0,1.0,2.0,4,2.0,1.0,2,0.0,0.0,2.0,258,2.0,0.0,1,1,1,2_2,257.97420257974204,1548.0,30,1.0,1
1523,22,1.0,2.0,9,1.0,0.0,2.0,4,3.0,0.0,2,0.0,0.0,3.0,500,3.0,1.0,0,1,1,3_3,5000000.0,3000.0,17,2.0,1
1524,42,0.0,2.0,14,1.0,0.0,2.0,5,3.0,1.0,2,0.0,0.0,3.0,485,1.0,1.0,1,1,1,3_3,484.95150484951506,2910.0,24,1.0,0
1525,20,1.0,2.0,29,1.0,1.0,2.0,4,4.0,1.0,2,0.0,-2.0,4.0,399,0.0,1.0,1,0,1,4_4,398.96010398960107,2394.0,37,1.0,0
1526,27,1.0,2.0,16,1.0,1.0,3.0,2,4.0,1.0,2,1.0,2.0,4.0,365,0.0,0.0,2,0,0,4_4,182.49087545622717,2190.0,20,1.0,0
1527,26,0.0,2.0,16,2.0,0.0,2.0,4,2.0,1.0,3,0.0,-2.0,2.0,304,0.0,1.0,1,0,1,2_2,303.96960303969604,1216.0,24,1.0,0
1528,38,0.0,2.0,7,2.0,0.0,2.0,4,3.0,1.0,2,0.0,-1.0,3.0,320,1.0,1.0,1,1,1,3_3,319.96800319968,1920.0,15,1.0,0
1529,26,1.0,2.0,15,2.0,1.0,2.0,4,4.0,0.0,7,0.0,0.0,4.0,300,1.0,0.0,0,1,1,4_4,3000000.0,514.2857142857143,23,2.0,1
1530,46,0.0,2.0,15,2.0,1.0,2.0,4,3.0,0.0,1,0.0,-1.0,3.0,375,3.0,1.0,0,1,1,3_3,3750000.0,4500.0,23,2.0,0
1531,33,1.0,2.0,8,2.0,1.0,2.0,4,3.0,1.0,5,0.0,0.0,3.0,342,1.0,1.0,1,1,1,3_3,341.965803419658,820.8,16,1.0,0
1532,20,1.0,2.0,10,2.0,0.0,2.0,4,4.0,1.0,2,0.0,0.0,4.0,302,0.0,0.0,1,0,1,4_4,301.969803019698,1812.0,18,1.0,0
1533,58,0.0,3.0,17,2.0,1.0,2.0,4,2.0,1.0,5,0.0,-1.0,2.0,300,3.0,1.0,1,1,1,2_2,299.97000299970006,720.0,25,1.0,0
1534,60,1.0,2.0,9,2.0,1.0,2.0,4,3.0,1.0,5,0.0,0.0,3.0,384,3.0,0.0,1,1,1,3_3,383.96160383961603,921.6,17,1.0,0
1535,36,1.0,1.0,9,2.0,0.0,3.0,5,0.0,1.0,3,0.0,1.0,0.0,520,0.0,1.0,2,0,1,0_0,259.98700064996746,2080.0,19,1.0,0
1536,21,0.0,2.0,10,1.0,0.0,2.0,4,3.0,1.0,3,1.0,-1.0,3.0,320,0.0,0.0,1,0,1,3_3,319.96800319968,1280.0,18,1.0,1
1537,38,1.0,2.0,12,1.0,0.0,2.0,4,4.0,0.0,2,1.0,0.0,4.0,393,1.0,1.0,0,1,1,4_4,3930000.0,2358.0,20,2.0,0
1538,41,0.0,2.0,12,1.0,1.0,2.0,4,2.0,0.0,3,1.0,0.0,2.0,347,3.0,0.0,0,1,1,2_2,3470000.0,1388.0,20,2.0,0
1539,47,0.0,1.0,35,1.0,0.0,2.0,3,2.0,1.0,5,0.0,1.0,2.0,306,2.0,0.0,1,1,0,2_2,305.96940305969406,734.4,41,1.0,0
1540,35,1.0,2.0,15,2.0,0.0,3.0,3,4.0,1.0,3,0.0,-1.0,4.0,330,3.0,0.0,2,1,0,4_4,164.99175041247935,1320.0,21,1.0,0
1541,31,0.0,1.0,8,2.0,0.0,2.0,3,4.0,1.0,5,0.0,2.0,4.0,269,2.0,0.0,1,1,0,4_4,268.97310268973104,645.6,14,1.0,0
1542,51,0.0,1.0,22,1.0,1.0,3.0,2,2.0,1.0,7,0.0,1.0,2.0,374,2.0,1.0,2,1,0,2_2,186.9906504674766,641.1428571428571,26,1.0,0
1543,48,1.0,1.0,24,1.0,1.0,2.0,3,2.0,1.0,7,0.0,1.0,2.0,345,1.0,0.0,1,1,0,2_2,344.96550344965505,591.4285714285714,30,1.0,0
1544,31,1.0,1.0,36,2.0,1.0,2.0,2,2.0,1.0,3,0.0,2.0,2.0,346,1.0,0.0,1,1,0,2_2,345.96540345965406,1384.0,40,1.0,0
1545,36,0.0,2.0,14,2.0,0.0,2.0,4,4.0,1.0,1,1.0,0.0,4.0,271,3.0,0.0,0,1,1,4_4,2710000.0,3252.0,22,2.0,0
1546,48,0.0,2.0,8,2.0,1.0,2.0,4,1.0,1.0,3,1.0,0.0,1.0,444,3.0,0.0,0,1,1,1_1,4440000.0,1776.0,16,2.0,0
1547,39,1.0,2.0,32,2.0,0.0,2.0,4,2.0,1.0,3,1.0,-1.0,2.0,407,2.0,1.0,0,1,1,2_2,4070000.0,1628.0,40,2.0,0
1548,44,1.0,1.0,7,0.0,0.0,3.0,4,3.0,1.0,2,1.0,1.0,3.0,450,1.0,0.0,1,1,0,3_3,449.95500449955006,2700.0,15,2.0,0
1549,55,0.0,1.0,10,1.0,0.0,3.0,4,4.0,1.0,2,1.0,1.0,4.0,398,3.0,1.0,1,1,0,4_4,397.96020397960206,2388.0,18,2.0,0
1550,43,0.0,1.0,33,2.0,0.0,3.0,4,2.0,1.0,7,1.0,2.0,2.0,349,3.0,0.0,1,1,0,2_2,348.965103489651,598.2857142857143,41,2.0,0
1551,46,1.0,1.0,8,2.0,1.0,3.0,4,1.0,1.0,4,1.0,2.0,1.0,411,0.0,0.0,1,0,0,1_1,410.95890410958907,1233.0,16,2.0,0
1552,31,1.0,1.0,8,0.0,1.0,2.0,4,4.0,1.0,2,0.0,-1.0,4.0,274,0.0,0.0,1,0,1,4_4,273.972602739726,1644.0,16,1.0,0
1553,27,0.0,1.0,15,1.0,1.0,2.0,4,4.0,0.0,7,0.0,0.0,4.0,250,0.0,0.0,0,0,1,4_4,2500000.0,428.57142857142856,23,2.0,1
1554,50,1.0,1.0,6,0.0,0.0,2.0,4,1.0,0.0,7,0.0,0.0,1.0,400,0.0,1.0,1,0,1,1_1,399.9600039996,685.7142857142857,14,1.0,1
1555,45,1.0,1.0,9,1.0,0.0,2.0,5,2.0,1.0,7,0.0,0.0,2.0,380,2.0,0.0,1,1,1,2_2,379.96200379962005,651.4285714285714,19,1.0,0
1556,47,1.0,1.0,9,0.0,0.0,2.0,4,3.0,1.0,2,0.0,-1.0,3.0,354,2.0,1.0,1,1,1,3_3,353.964603539646,2124.0,17,1.0,0
1557,48,0.0,1.0,8,0.0,1.0,2.0,5,2.0,1.0,3,0.0,-1.0,2.0,353,1.0,0.0,1,1,1,2_2,352.964703529647,1412.0,18,1.0,0
1558,35,1.0,1.0,14,2.0,0.0,2.0,4,4.0,1.0,5,0.0,-1.0,4.0,259,2.0,1.0,1,1,1,4_4,258.97410258974105,621.6,22,1.0,0
1559,41,0.0,1.0,6,2.0,0.0,2.0,4,2.0,1.0,3,0.0,0.0,2.0,340,1.0,1.0,1,1,1,2_2,339.96600339966005,1360.0,14,1.0,0
1560,28,1.0,1.0,8,2.0,0.0,2.0,4,2.0,1.0,3,0.0,0.0,2.0,344,1.0,0.0,0,1,1,2_2,3440000.0,1376.0,16,2.0,0
1561,38,1.0,1.0,10,2.0,1.0,2.0,4,2.0,1.0,1,0.0,-1.0,2.0,367,0.0,0.0,1,0,1,2_2,366.96330366963304,4404.0,18,1.0,0
1562,44,1.0,3.0,9,1.0,0.0,2.0,5,2.0,1.0,3,0.0,-1.0,2.0,438,1.0,1.0,1,1,1,2_2,437.95620437956205,1752.0,19,1.0,0
1563,49,1.0,2.0,9,0.0,1.0,2.0,5,1.0,1.0,1,0.0,0.0,1.0,429,1.0,0.0,1,1,1,1_1,428.957104289571,5148.0,19,1.0,1
1564,19,1.0,1.0,16,1.0,1.0,2.0,4,4.0,0.0,2,1.0,0.0,4.0,274,3.0,0.0,0,1,1,4_4,2740000.0,1644.0,24,2.0,0
1565,37,1.0,2.0,14,2.0,1.0,2.0,5,2.0,1.0,3,1.0,0.0,2.0,316,1.0,1.0,1,1,1,2_2,315.96840315968404,1264.0,24,1.0,0
1566,41,1.0,1.0,7,1.0,1.0,2.0,5,3.0,1.0,3,1.0,-1.0,3.0,400,2.0,0.0,1,1,1,3_3,399.9600039996,1600.0,17,1.0,0
1567,37,1.0,3.0,16,1.0,1.0,3.0,5,2.0,1.0,3,0.0,2.0,2.0,314,3.0,0.0,1,1,1,2_2,313.968603139686,1256.0,26,2.0,0
1568,42,1.0,1.0,9,1.0,1.0,2.0,4,0.0,1.0,2,0.0,-1.0,0.0,530,2.0,1.0,1,1,1,0_0,529.9470052994701,3180.0,17,1.0,0
1569,40,1.0,1.0,9,1.0,1.0,4.0,4,3.0,1.0,2,0.0,1.0,3.0,434,2.0,1.0,3,1,0,3_3,144.66184460517982,2604.0,17,1.0,0
1570,43,1.0,2.0,23,1.0,0.0,2.0,3,2.0,1.0,7,0.0,1.0,2.0,344,3.0,0.0,1,1,0,2_2,343.96560343965604,589.7142857142857,29,1.0,0
1571,43,0.0,3.0,35,2.0,1.0,2.0,2,2.0,1.0,5,0.0,1.0,2.0,325,3.0,0.0,1,1,0,2_2,324.967503249675,780.0,39,1.0,0
1572,56,0.0,2.0,13,2.0,0.0,2.0,2,2.0,1.0,5,0.0,2.0,2.0,334,3.0,0.0,1,1,0,2_2,333.96660333966605,801.6,17,1.0,0
1573,38,1.0,3.0,25,2.0,0.0,2.0,3,2.0,1.0,5,0.0,2.0,2.0,344,1.0,0.0,1,1,0,2_2,343.96560343965604,825.6,31,1.0,0
1574,28,1.0,2.0,26,1.0,1.0,2.0,3,2.0,1.0,2,0.0,1.0,2.0,360,1.0,0.0,1,1,0,2_2,359.96400359964,2160.0,32,1.0,0
1575,23,1.0,2.0,15,1.0,1.0,2.0,3,4.0,1.0,3,0.0,1.0,4.0,261,0.0,0.0,1,0,0,4_4,260.973902609739,1044.0,21,1.0,1
1576,54,0.0,2.0,14,1.0,1.0,3.0,2,2.0,0.0,5,0.0,2.0,2.0,358,1.0,0.0,2,1,0,2_2,178.99105044747762,859.2,18,1.0,0
1577,32,0.0,2.0,32,1.0,0.0,2.0,3,2.0,1.0,3,0.0,2.0,2.0,355,2.0,0.0,1,1,0,2_2,354.96450354964503,1420.0,38,1.0,0
1578,43,1.0,2.0,15,1.0,0.0,2.0,3,4.0,1.0,3,0.0,2.0,4.0,269,3.0,1.0,1,1,0,4_4,268.97310268973104,1076.0,21,1.0,0
1579,46,0.0,2.0,9,1.0,1.0,2.0,4,2.0,1.0,3,0.0,1.0,2.0,350,1.0,0.0,1,1,1,2_2,349.96500349965004,1400.0,17,1.0,0
1580,57,1.0,2.0,8,1.0,1.0,2.0,4,1.0,0.0,7,0.0,1.0,1.0,500,3.0,1.0,1,1,1,1_1,499.95000499950004,857.1428571428571,16,1.0,0
1581,52,0.0,1.0,15,1.0,0.0,2.0,5,3.0,0.0,1,0.0,2.0,3.0,341,2.0,1.0,0,1,1,3_3,3410000.0,4092.0,25,2.0,0
1582,47,1.0,1.0,7,1.0,1.0,2.0,5,1.0,0.0,2,0.0,1.0,1.0,500,0.0,1.0,1,0,1,1_1,499.95000499950004,3000.0,17,1.0,0
1583,30,0.0,1.0,17,2.0,0.0,3.0,2,2.0,1.0,5,0.0,2.0,2.0,345,1.0,0.0,2,1,0,2_2,172.49137543122842,828.0,21,1.0,0
1584,40,0.0,1.0,31,1.0,0.0,2.0,3,2.0,1.0,3,0.0,1.0,2.0,325,2.0,0.0,1,1,0,2_2,324.967503249675,1300.0,37,1.0,0
1585,44,0.0,1.0,36,2.0,0.0,2.0,3,2.0,1.0,3,0.0,1.0,2.0,300,0.0,0.0,1,0,0,2_2,299.97000299970006,1200.0,42,1.0,0
1586,40,0.0,1.0,16,2.0,1.0,2.0,1,2.0,1.0,1,0.0,1.0,2.0,300,2.0,1.0,1,1,0,2_2,299.97000299970006,3600.0,18,1.0,0
1587,43,0.0,1.0,34,1.0,0.0,2.0,3,2.0,1.0,2,0.0,1.0,2.0,356,1.0,0.0,1,1,0,2_2,355.96440355964404,2136.0,40,1.0,0
1588,33,1.0,1.0,14,2.0,1.0,2.0,3,2.0,1.0,1,0.0,2.0,2.0,320,2.0,0.0,1,1,0,2_2,319.96800319968,3840.0,20,1.0,0
1589,40,1.0,1.0,9,2.0,1.0,2.0,4,1.0,1.0,3,0.0,2.0,1.0,447,0.0,1.0,1,0,1,1_1,446.955304469553,1788.0,17,1.0,0
1590,51,1.0,1.0,30,2.0,1.0,2.0,3,2.0,1.0,1,0.0,1.0,2.0,315,1.0,0.0,1,1,0,2_2,314.96850314968503,3780.0,36,1.0,0
1591,44,1.0,1.0,13,0.0,1.0,2.0,2,4.0,1.0,5,0.0,1.0,4.0,267,2.0,0.0,1,1,0,4_4,266.973302669733,640.8,17,1.0,0
1592,44,1.0,1.0,12,1.0,1.0,3.0,1,4.0,1.0,6,0.0,1.0,4.0,324,2.0,0.0,2,1,0,4_4,161.99190040497973,648.0,14,1.0,0
1593,43,1.0,2.0,10,1.0,1.0,2.0,3,3.0,0.0,6,0.0,1.0,3.0,336,2.0,1.0,1,1,0,3_3,335.966403359664,672.0,16,1.0,0
1594,34,1.0,2.0,33,1.0,0.0,3.0,2,2.0,1.0,3,0.0,-1.0,2.0,340,1.0,0.0,2,1,0,2_2,169.99150042497874,1360.0,37,1.0,0
1595,43,1.0,2.0,17,1.0,1.0,3.0,1,2.0,1.0,1,0.0,-1.0,2.0,322,2.0,0.0,2,1,0,2_2,160.99195040247986,3864.0,19,1.0,0
1596,33,0.0,1.0,15,1.0,1.0,2.0,3,4.0,1.0,2,1.0,1.0,4.0,277,0.0,0.0,1,0,0,4_4,276.97230276972306,1662.0,21,1.0,1
1597,32,1.0,1.0,17,1.0,1.0,3.0,3,4.0,1.0,7,0.0,0.0,4.0,274,3.0,0.0,2,1,0,4_4,136.99315034248286,469.7142857142857,23,1.0,1
1598,37,1.0,3.0,8,1.0,0.0,2.0,4,3.0,0.0,2,0.0,-1.0,3.0,366,1.0,1.0,0,1,1,3_3,3660000.0,2196.0,16,2.0,0
1599,47,0.0,1.0,35,1.0,0.0,2.0,4,1.0,0.0,5,0.0,0.0,1.0,449,0.0,0.0,0,0,1,1_1,4490000.0,1077.6,43,2.0,0
1600,53,0.0,1.0,9,0.0,1.0,2.0,4,4.0,0.0,2,0.0,-1.0,4.0,277,0.0,1.0,0,0,1,4_4,2770000.0,1662.0,17,2.0,1
1601,45,0.0,1.0,11,1.0,1.0,2.0,4,3.0,0.0,7,0.0,0.0,3.0,318,2.0,1.0,0,1,1,3_3,3180000.0,545.1428571428571,19,2.0,0
1602,57,0.0,1.0,14,1.0,0.0,2.0,4,3.0,0.0,1,0.0,0.0,3.0,470,2.0,0.0,0,1,1,3_3,4700000.0,5640.0,22,2.0,1
1603,40,1.0,3.0,8,1.0,0.0,2.0,4,3.0,0.0,2,0.0,0.0,3.0,417,1.0,1.0,0,1,1,3_3,4170000.0,2502.0,16,2.0,0
1604,48,1.0,1.0,13,0.0,0.0,2.0,4,3.0,0.0,2,0.0,-1.0,3.0,403,2.0,1.0,0,1,1,3_3,4030000.0,2418.0,21,2.0,0
1605,35,1.0,3.0,9,1.0,0.0,2.0,4,3.0,0.0,6,1.0,0.0,3.0,351,1.0,1.0,0,1,1,3_3,3510000.0,702.0,17,2.0,1
1606,33,1.0,2.0,14,2.0,0.0,2.0,4,3.0,0.0,2,0.0,-1.0,3.0,354,2.0,0.0,0,1,1,3_3,3540000.0,2124.0,22,2.0,0
1607,38,0.0,3.0,12,2.0,0.0,2.0,4,3.0,0.0,1,0.0,0.0,3.0,400,1.0,1.0,0,1,1,3_3,4000000.0,4800.0,20,2.0,0
1608,46,1.0,3.0,28,1.0,1.0,2.0,4,1.0,1.0,7,0.0,1.0,1.0,374,2.0,0.0,1,1,1,1_1,373.96260373962605,641.1428571428571,36,1.0,1
1609,26,1.0,2.0,12,2.0,1.0,2.0,4,3.0,1.0,2,0.0,2.0,3.0,356,2.0,1.0,0,1,1,3_3,3560000.0,2136.0,20,2.0,0
1610,33,1.0,2.0,22,1.0,1.0,2.0,4,4.0,1.0,7,1.0,1.0,4.0,254,0.0,0.0,1,0,1,4_4,253.97460253974603,435.42857142857144,30,1.0,1
1611,45,0.0,2.0,10,1.0,1.0,3.0,5,2.0,1.0,3,0.0,2.0,2.0,345,1.0,0.0,1,1,1,2_2,344.96550344965505,1380.0,20,2.0,0
1612,52,0.0,2.0,8,1.0,0.0,3.0,4,4.0,1.0,3,0.0,2.0,4.0,326,3.0,1.0,2,1,0,4_4,162.9918504074796,1304.0,16,1.0,0
1613,44,1.0,2.0,32,1.0,1.0,3.0,5,2.0,1.0,5,0.0,2.0,2.0,430,3.0,1.0,1,1,1,2_2,429.95700429957003,1032.0,42,2.0,0
1614,35,1.0,3.0,10,1.0,1.0,3.0,4,4.0,1.0,3,0.0,2.0,4.0,408,3.0,0.0,1,1,0,4_4,407.95920407959204,1632.0,18,2.0,0
1615,20,1.0,2.0,8,1.0,1.0,3.0,4,4.0,1.0,7,0.0,1.0,4.0,300,0.0,0.0,1,0,0,4_4,299.97000299970006,514.2857142857143,16,2.0,1
1616,40,1.0,2.0,33,1.0,0.0,3.0,5,2.0,1.0,3,0.0,1.0,2.0,340,2.0,0.0,1,1,1,2_2,339.96600339966005,1360.0,43,2.0,0
1617,36,1.0,2.0,29,1.0,1.0,3.0,5,2.0,1.0,8,0.0,1.0,2.0,400,2.0,0.0,1,1,1,2_2,399.9600039996,600.0,39,2.0,0
1618,32,1.0,2.0,14,1.0,1.0,3.0,4,2.0,1.0,2,0.0,1.0,2.0,366,2.0,1.0,1,1,0,2_2,365.963403659634,2196.0,22,2.0,0
1619,49,1.0,2.0,11,1.0,1.0,3.0,4,3.0,1.0,2,0.0,1.0,3.0,386,3.0,0.0,1,1,0,3_3,385.96140385961405,2316.0,19,2.0,0
1620,38,1.0,3.0,15,1.0,0.0,3.0,4,2.0,1.0,2,0.0,1.0,4.0,324,2.0,1.0,1,1,0,2_4,323.967603239676,1944.0,23,2.0,0
1621,42,1.0,1.0,15,2.0,1.0,4.0,4,4.0,1.0,7,0.0,1.0,4.0,362,3.0,1.0,1,1,0,4_4,361.96380361963804,620.5714285714286,23,3.0,0
1622,51,0.0,2.0,12,2.0,1.0,4.0,4,0.0,1.0,4,0.0,2.0,0.0,500,3.0,0.0,1,1,0,0_0,499.95000499950004,1500.0,20,3.0,0
1623,43,0.0,1.0,35,2.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,329,2.0,0.0,1,1,0,2_2,328.96710328967106,1316.0,43,2.0,0
1624,50,1.0,1.0,11,1.0,1.0,3.0,4,2.0,1.0,5,0.0,1.0,2.0,376,1.0,1.0,1,1,0,2_2,375.96240375962407,902.4,19,2.0,0
1625,52,1.0,1.0,11,2.0,0.0,3.0,4,2.0,1.0,5,0.0,1.0,2.0,346,1.0,0.0,1,1,0,2_2,345.96540345965406,830.4,19,2.0,0
1626,49,1.0,1.0,9,2.0,1.0,3.0,4,2.0,1.0,5,0.0,2.0,2.0,400,1.0,0.0,1,1,0,2_2,399.9600039996,960.0,17,2.0,0
1627,28,0.0,2.0,15,2.0,1.0,3.0,5,3.0,1.0,2,1.0,1.0,3.0,400,2.0,0.0,1,1,1,3_3,399.9600039996,2400.0,25,2.0,0
1628,51,1.0,2.0,12,1.0,1.0,3.0,5,2.0,1.0,3,0.0,2.0,2.0,363,1.0,0.0,1,1,1,2_2,362.96370362963705,1452.0,22,2.0,0
1629,35,1.0,2.0,32,1.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,355,1.0,0.0,1,1,0,2_2,354.96450354964503,1420.0,40,2.0,0
1630,38,1.0,2.0,12,2.0,1.0,3.0,4,3.0,1.0,3,0.0,1.0,3.0,420,0.0,1.0,1,0,0,3_3,419.95800419958005,1680.0,20,2.0,1
1631,53,1.0,2.0,12,1.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,371,3.0,0.0,1,1,0,2_2,370.962903709629,1484.0,20,2.0,0
1632,39,1.0,3.0,14,0.0,1.0,2.0,5,3.0,0.0,7,0.0,0.0,4.0,349,1.0,1.0,1,1,1,3_4,348.965103489651,598.2857142857143,24,1.0,0
